TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
BRML3;8,26;;10,65;0,60;0,38;88,95;74,08;42,50;6,11;7,71;1,60;0,16;4,53;20,27;-0,41;1,41;5,62;3,61;7,04;0,64;0,35;0,08;2,70;;113.095.545,00;13,79;0,78;0,29;6.841.542.281,84
BRPR3;131,17;;-0,92;0,03;0,02;100,00;-179,65;-41,77;-0,21;-3,89;-3,68;0,56;0,38;0,09;-0,05;1,46;-3,56;-1,92;-12,17;0,54;0,46;0,05;-7,12;;2.066.991,77;4.005,67;-142,49;0,01;60.919.545,44
BRQB3;0,00;;0,00;0,00;0,00;37,00;17,29;10,97;0,00;-0,66;-0,66;-0,46;0,00;0,00;0,00;2,33;44,48;22,68;39,27;0,51;0,48;2,07;19,62;112,00;;1,38;0,61;0,00;0,00
BRSR3;11,95;7,88;5,94;0,51;0,04;31,38;6,21;5,73;5,48;5,34;;;0,34;1,47;-0,04;2,81;8,61;0,70;;0,08;0,92;0,12;6,91;-5,56;72.988,11;23,36;2,01;-0,46;4.764.899.218,55
BRSR5;18,97;5,06;9,43;0,81;0,07;31,38;6,21;5,73;8,70;5,34;;;0,54;2,33;-0,07;2,81;8,61;0,70;;0,08;0,92;0,12;6,91;-5,56;1.872,00;23,36;2,01;-0,74;4.764.899.218,55
BRSR6;11,35;8,30;5,64;0,49;0,04;31,38;6,21;5,73;5,20;5,34;;;0,32;1,40;-0,04;2,81;8,61;0,70;;0,08;0,92;0,12;6,91;-5,56;23.406.540,93;23,36;2,01;-0,44;4.764.899.218,55
BSEV3;9,00;;10,22;-10,84;0,78;26,77;17,92;5,55;3,17;5,46;2,30;;0,57;-1,59;-1,13;0,39;-106,05;7,59;30,90;-0,07;1,07;1,37;10,88;;;-0,83;0,88;-0,06;9.183.864.834,00
BSLI3;14,29;0,32;53,34;2,27;0,13;34,16;-2,02;1,59;-42,00;-40,09;;;0,85;-0,43;-0,13;0,20;4,26;0,23;;0,06;0,94;0,15;20,22;-17,49;3.252,29;6,29;0,27;-0,77;4.960.788.485,00
BSLI4;11,55;0,44;43,11;1,84;0,10;34,16;-2,02;1,59;-33,95;-40,09;;;0,68;-0,35;-0,11;0,20;4,26;0,23;;0,06;0,94;0,15;20,22;-17,49;3.925,14;6,29;0,27;-0,62;4.960.788.485,00
BTTL4;11.091,73;;3.316,69;1.219,09;663,58;16,06;9,97;4,50;1.495,19;2,12;0,05;0,04;149,11;1.826,89;-2.096,45;2,13;36,76;20,01;47,32;0,54;0,46;4,45;38,18;;;9,10;3,34;-542,06;229.298.564,24
CALI3;16,40;2,72;3,35;2,01;0,30;25,74;16,38;11,05;2,26;4,10;1,84;1,63;0,37;2,18;-0,43;1,82;59,97;8,89;25,95;0,15;0,85;0,80;65,29;31,66;1.530,00;8,16;4,90;0,00;61.023.924,40
CALI4;50,00;;10,21;6,12;0,91;25,74;16,38;11,05;6,89;4,10;1,84;1,63;1,13;6,66;-1,30;1,82;59,97;8,89;25,95;0,15;0,85;0,80;65,29;31,66;;8,16;4,90;0,00;61.023.924,40
CAMB3;9,50;2,09;5,23;1,83;1,13;47,78;22,12;16,05;3,79;4,07;0,25;0,12;0,84;4,86;-2,20;1,93;35,03;21,68;42,22;0,62;0,38;1,35;11,16;11,41;712.245,74;5,19;1,82;0,23;401.613.260,00
CAMB4;6,25;3,18;3,44;1,21;0,75;47,78;22,12;16,05;2,50;4,07;0,25;0,12;0,55;3,20;-1,45;1,93;35,03;21,68;42,22;0,62;0,38;1,35;11,16;11,41;;5,19;1,82;0,15;401.613.260,00
CAML3;7,22;3,98;5,21;0,84;0,27;20,98;8,22;4,71;2,99;6,52;3,49;0,98;0,25;1,00;-0,61;1,99;16,16;5,26;10,72;0,33;0,67;1,12;16,96;14,10;9.149.225,78;8,57;1,38;0,02;2.527.000.000,00
CASH3;7,22;;-13,52;0,81;0,53;-31,69;-31,69;-12,50;-5,33;-2,16;3,37;-0,51;1,69;1,07;-2,49;2,71;-6,00;-3,94;-15,14;0,66;0,34;0,32;70,01;;16.578.843,93;8,90;-0,53;0,40;624.966.939,96
CASN3;9,61;0,23;111,23;5,14;2,24;42,77;18,40;5,78;34,92;38,51;5,85;0,86;6,42;-39,69;-2,55;0,68;4,62;2,02;6,49;0,44;0,56;0,35;6,67;;;1,87;0,09;-8,36;9.343.450.886,50
CASN4;8,37;0,29;96,88;4,47;1,95;42,77;18,40;5,78;30,42;38,51;5,85;0,86;5,60;-34,57;-2,22;0,68;4,62;2,02;6,49;0,44;0,56;0,35;6,67;;;1,87;0,09;-7,28;9.343.450.886,50
CATA3;103,61;38,09;0,49;0,09;0,04;27,94;9,92;9,25;0,46;1,91;1,46;0,27;0,05;0,12;-0,10;1,85;17,46;7,50;9,69;0,43;0,57;0,81;12,66;;;1.214,17;211,94;0,01;14.940.354,78
CATA4;0,00;;0,00;0,00;0,00;27,94;9,92;9,25;0,00;1,91;1,46;0,27;0,00;0,00;0,00;1,85;17,46;7,50;9,69;0,43;0,57;0,81;12,66;;;1.214,17;211,94;0,00;14.940.354,78
CBAV3;3,65;12,07;-2,45;0,42;0,16;-8,53;-10,28;-7,92;-1,88;-4,44;-2,27;0,51;0,19;0,74;-0,26;2,20;-17,18;-6,54;-14,64;0,38;0,60;0,83;;;17.200.530,89;8,69;-1,49;0,01;2.174.791.665,45
CBEE3;15,00;;-19,58;0,67;0,20;17,00;10,48;-2,39;4,47;10,94;6,47;0,97;0,47;-0,93;-0,25;0,46;-3,43;-1,04;7,07;0,30;0,70;0,44;7,69;;8.879,89;22,35;-0,77;0,04;3.603.148.815,00
CCRO3;12,43;1,56;26,88;1,98;0,47;42,94;30,38;5,64;4,99;9,48;4,50;1,79;1,52;19,45;-0,60;1,13;7,37;1,77;9,69;0,24;0,75;0,31;12,68;-12,27;97.969.645,30;6,28;0,46;-0,35;25.108.600.000,00
CCXC3;1,16;;-0,18;-0,03;2,38;;;;-2,43;-2,39;0,04;;;-0,03;;0,01;-14,81;-1.353,02;1,07;-91,35;92,46;0,00;;;;-44,46;-6,59;0,00;1.973.425,64
CEAB3;6,13;;64,41;0,66;0,22;51,38;5,75;0,47;5,27;7,25;2,08;0,26;0,30;1,19;-0,41;1,63;1,02;0,34;7,30;0,33;0,67;0,72;4,19;-21,25;17.993.065,56;9,34;0,10;-0,73;1.889.542.266,84
CEBR3;15,28;12,58;5,85;1,10;0,78;43,45;84,65;66,35;4,58;2,06;-2,60;-0,62;3,88;1,81;-1,64;5,72;18,78;13,38;13,13;0,71;0,11;0,20;-34,71;7,64;176.169,78;13,92;2,61;-4,23;1.144.804.891,20
CEBR5;15,06;12,76;5,76;1,08;0,77;43,45;84,65;66,35;4,52;2,06;-2,60;-0,62;3,82;1,79;-1,61;5,72;18,78;13,38;13,13;0,71;0,11;0,20;-34,71;7,64;72.712,11;13,92;2,61;-4,17;1.144.804.891,20
CEBR6;16,48;12,83;6,30;1,18;0,84;43,45;84,65;66,35;4,94;2,06;-2,60;-0,62;4,18;1,96;-1,77;5,72;18,78;13,38;13,13;0,71;0,11;0,20;-34,71;7,64;314.221,67;13,92;2,61;-4,56;1.144.804.891,20
CEDO3;18,00;;3,75;1,19;0,21;24,21;12,11;3,94;1,22;2,78;1,57;1,54;0,15;6,22;-0,47;1,07;31,83;5,72;33,61;0,18;0,82;1,45;14,09;-10,31;7.408,89;15,08;4,80;-0,02;175.707.104,00
CEDO4;17,00;;3,54;1,13;0,20;24,21;12,11;3,94;1,15;2,78;1,57;1,54;0,14;5,87;-0,45;1,07;31,83;5,72;33,61;0,18;0,82;1,45;14,09;-10,31;43.693,92;15,08;4,80;-0,01;175.707.104,00
CEEB3;36,74;4,46;6,73;1,61;0,34;28,66;22,40;9,86;2,96;7,85;4,04;2,20;0,66;-5,79;-0,44;0,79;24,00;5,12;14,62;0,21;0,79;0,52;11,42;51,69;222.591,81;22,61;5,43;-0,27;12.228.688.373,54
CEEB5;42,06;3,87;7,75;1,86;0,40;28,66;22,40;9,86;3,41;7,85;4,04;2,20;0,76;-6,67;-0,51;0,79;24,00;5,12;14,62;0,21;0,79;0,52;11,42;51,69;7.583,67;22,61;5,43;-0,31;12.228.688.373,54
CEEB6;60,68;2,95;11,18;2,68;0,57;28,66;22,40;9,86;4,92;7,85;4,04;2,20;1,10;-9,62;-0,74;0,79;24,00;5,12;14,62;0,21;0,79;0,52;11,42;51,69;;22,61;5,43;-0,45;12.228.688.373,54
CEED3;36,97;;-8,41;-0,88;0,34;16,98;8,23;-6,09;6,23;12,41;6,19;;0,51;5,70;-0,54;1,18;-10,45;-4,00;36,98;-0,38;1,38;0,66;7,74;;6.397,00;-42,07;-4,40;-0,08;2.522.243.224,66
CEED4;30,01;;-6,83;-0,71;0,27;16,98;8,23;-6,09;5,05;12,41;6,19;;0,42;4,63;-0,44;1,18;-10,45;-4,00;36,98;-0,38;1,38;0,66;7,74;;3.001,00;-42,07;-4,40;-0,06;2.522.243.224,66
CEGR3;88,32;1,16;68,03;19,15;5,20;24,88;15,02;5,49;24,88;25,65;0,77;0,59;3,74;-105,16;-7,15;0,85;28,14;7,64;32,12;0,27;0,73;1,39;9,87;-0,10;;4,61;1,30;-2,46;22.931.204.490,24
CEPE3;125,26;0,43;194,71;6,27;0,70;18,71;11,07;0,58;10,25;17,49;7,99;4,89;1,13;-39,10;-0,93;0,93;3,22;0,36;9,82;0,11;0,89;0,62;8,38;-3,17;;19,97;0,64;-2,50;8.662.392.210,18
CEPE5;40,12;1,35;62,36;2,01;0,22;18,71;11,07;0,58;3,28;17,49;7,99;4,89;0,36;-12,52;-0,30;0,93;3,22;0,36;9,82;0,11;0,89;0,62;8,38;-3,17;;19,97;0,64;-0,80;8.662.392.210,18
CEPE6;43,00;1,39;66,84;2,15;0,24;18,71;11,07;0,58;3,52;17,49;7,99;4,89;0,39;-13,42;-0,32;0,93;3,22;0,36;9,82;0,11;0,89;0,62;8,38;-3,17;;19,97;0,64;-0,86;8.662.392.210,18
CESP3;25,55;;4,45;1,03;0,56;37,46;64,14;117,96;8,18;7,45;-0,67;-0,08;5,25;8,08;-0,71;1,46;23,20;12,53;0,67;0,54;0,46;0,11;8,84;;;24,76;5,74;0,00;8.302.192.833,55
CESP5;25,00;;4,35;1,01;0,55;37,46;64,14;117,96;8,00;7,45;-0,67;-0,08;5,13;7,90;-0,70;1,46;23,20;12,53;0,67;0,54;0,46;0,11;8,84;;;24,76;5,74;0,00;8.302.192.833,55
CESP6;25,25;;4,40;1,02;0,55;37,46;64,14;117,96;8,08;7,45;-0,67;-0,08;5,18;7,98;-0,71;1,46;23,20;12,53;0,67;0,54;0,46;0,11;8,84;;;24,76;5,74;0,00;8.302.192.833,55
CGAS3;118,29;2,70;35,06;158,97;1,14;20,96;16,69;2,60;5,46;7,47;1,94;56,56;0,91;79,87;-1,87;1,04;453,46;3,25;19,15;0,01;0,99;1,25;25,75;-6,92;18.908,56;0,74;3,37;-0,46;15.675.860.236,23
CGAS5;127,94;2,72;38,31;173,71;1,24;20,96;16,69;2,60;5,97;7,47;1,94;56,56;1,00;87,27;-2,04;1,04;453,46;3,25;19,15;0,01;0,99;1,25;25,75;-6,92;103.628,22;0,74;3,37;-0,50;15.675.860.236,23
CGRA3;25,40;8,12;5,29;0,60;0,42;54,66;9,07;14,53;8,47;6,91;-1,78;-0,13;0,77;1,69;-0,76;2,32;11,41;8,02;5,83;0,70;0,30;0,55;9,76;9,46;141.055,44;42,10;4,80;-0,12;523.242.297,48
CGRA4;26,52;7,78;5,52;0,63;0,44;54,66;9,07;14,53;8,84;6,91;-1,78;-0,13;0,80;1,77;-0,79;2,32;11,41;8,02;5,83;0,70;0,30;0,55;9,76;9,46;134.407,19;42,10;4,80;-0,13;523.242.297,48
CIEL3;3,71;7,81;5,21;0,84;0,10;46,49;32,18;18,27;2,96;4,65;1,63;0,46;0,95;0,81;-0,90;1,17;16,16;2,00;12,10;0,12;0,85;0,11;-1,62;-13,77;133.650.733,33;4,41;0,71;0,14;10.079.383.876,31
CLSA3;3,99;;-64,89;1,03;0,84;38,95;-9,04;-2,17;-15,58;-6,92;8,30;-0,55;1,41;1,62;-2,63;4,15;-1,59;-1,29;-7,67;0,81;0,19;0,59;;;1.622.755,00;3,87;-0,06;0,71;749.824.979,40
CLSC3;59,00;5,02;3,72;0,71;0,19;15,14;9,03;5,98;2,46;4,11;1,56;0,45;0,22;-10,16;-0,29;0,95;19,14;5,19;13,03;0,27;0,73;0,87;7,34;55,91;8.664,56;82,99;15,88;0,08;2.336.100.338,48
CLSC4;61,62;5,29;3,88;0,74;0,20;15,14;9,03;5,98;2,57;4,11;1,56;0,45;0,23;-10,61;-0,30;0,95;19,14;5,19;13,03;0,27;0,73;0,87;7,34;55,91;415.385,11;82,99;15,88;0,09;2.336.100.338,48
CMIG3;17,45;6,33;5,80;1,63;0,70;23,76;20,70;18,48;5,17;5,28;1,09;0,34;1,07;11,26;-0,94;1,34;28,07;12,15;17,80;0,43;0,57;0,66;9,68;45,94;7.364.203,67;10,72;3,01;0,47;31.599.236.258,00
CMIG4;12,80;8,63;4,25;1,19;0,52;23,76;20,70;18,48;3,80;5,28;1,09;0,34;0,79;8,26;-0,69;1,34;28,07;12,15;17,80;0,43;0,57;0,66;9,68;45,94;102.832.488,59;10,72;3,01;0,35;31.599.236.258,00
CMIN3;5,89;15,46;13,49;3,09;1,23;44,23;27,92;15,73;7,60;7,54;-0,07;-0,03;2,12;4,86;-2,04;2,73;22,89;9,10;20,28;0,40;0,60;0,58;19,26;22,26;48.642.409,33;1,91;0,44;-0,61;32.308.645.755,82
CMSA3;0,00;;0,00;0,00;0,00;;;;0,00;0,34;0,34;-0,98;;0,00;0,00;76,15;-293,36;-289,63;-288,84;0,99;0,01;0,00;;;;0,00;0,00;0,00;0,00
CMSA4;0,00;;0,00;0,00;0,00;;;;0,00;0,34;0,34;-0,98;;0,00;0,00;76,15;-293,36;-289,63;-288,84;0,99;0,01;0,00;;;;0,00;0,00;0,00;0,00
CNSY3;30,22;;-86,19;-23,75;5,37;18,72;7,08;-7,71;93,87;109,95;16,08;;6,65;-28,61;-6,18;0,41;-27,56;-6,23;4,37;-0,23;1,23;0,81;2,97;;;-1,27;-0,35;0,14;935.885.083,86
COCE3;50,01;0,62;7,10;0,92;0,30;17,53;14,52;6,27;3,06;6,65;4,31;1,29;0,44;-2,26;-0,39;0,64;12,93;4,18;10,92;0,32;0,68;0,67;13,27;4,72;10.002,00;54,49;7,05;1,36;2.974.901.258,91
COCE5;42,00;0,73;5,96;0,77;0,25;17,53;14,52;6,27;2,57;6,65;4,31;1,29;0,37;-1,90;-0,32;0,64;12,93;4,18;10,92;0,32;0,68;0,67;13,27;4,72;820.530,00;54,49;7,05;1,15;2.974.901.258,91
COCE6;19,17;1,61;2,72;0,35;0,11;17,53;14,52;6,27;1,17;6,65;4,31;1,29;0,17;-0,87;-0,15;0,64;12,93;4,18;10,92;0,32;0,68;0,67;13,27;4,72;;54,49;7,05;0,52;2.974.901.258,91
COGN3;2,72;;-12,52;0,42;0,20;63,56;8,47;-7,45;11,01;23,89;13,29;0,51;0,93;3,76;-0,24;1,41;-3,35;-1,59;2,14;0,48;0,48;0,21;-1,73;;53.525.860,33;6,49;-0,22;4,56;5.104.368.891,20
CORR3;2,71;2.762,62;0,01;0,01;0,00;100,00;2.501,40;2.192,46;0,01;-1,31;-1,45;-2,13;0,18;0,01;-0,02;3,31;128,78;41,35;102,17;0,32;0,68;0,02;-16,36;;;263,25;339,01;0,00;1.278.894,65
CORR4;82,00;91,30;0,24;0,31;0,10;100,00;2.501,40;2.192,46;0,21;-1,31;-1,45;-2,13;5,30;0,18;-0,47;3,31;128,78;41,35;102,17;0,32;0,68;0,02;-16,36;;;263,25;339,01;0,00;1.278.894,65
CPFE3;34,98;8,25;7,29;2,26;0,56;32,26;27,95;13,83;3,61;5,31;1,74;1,09;1,01;-25,34;-0,72;0,91;31,00;7,63;20,03;0,25;0,74;0,55;8,03;36,19;54.791.597,33;15,48;4,80;0,77;40.305.860.311,20
CPLE11;43,61;7,90;13,49;1,20;0,48;21,63;15,12;8,78;7,83;11,56;3,57;0,55;1,18;7,35;-0,61;1,47;8,86;3,57;7,82;0,40;0,59;0,41;9,35;13,29;14.274.438,96;36,48;3,23;-0,32;26.016.073.974,70
CPLE3;8,34;7,65;12,90;1,14;0,46;21,63;15,12;8,78;7,49;11,56;3,57;0,55;1,13;7,03;-0,58;1,47;8,86;3,57;7,82;0,40;0,59;0,41;9,35;13,29;40.852.533,59;7,30;0,65;-0,30;26.016.073.974,70
CPLE5;22,11;3,55;34,20;3,03;1,22;21,63;15,12;8,78;19,85;11,56;3,57;0,55;3,00;18,64;-1,54;1,47;8,86;3,57;7,82;0,40;0,59;0,41;9,35;13,29;4.575,92;7,30;0,65;-0,81;26.016.073.974,70
CPLE6;8,82;7,96;13,64;1,21;0,49;21,63;15,12;8,78;7,92;11,56;3,57;0,55;1,20;7,44;-0,61;1,47;8,86;3,57;7,82;0,40;0,59;0,41;9,35;13,29;138.800.176,78;7,30;0,65;-0,32;26.016.073.974,70
CPRE3;18,23;;7,76;1,92;0,94;55,73;43,79;47,00;8,33;8,41;0,09;0,02;3,65;-3,92;-1,08;0,36;24,81;12,11;15,85;0,49;0,50;0,26;12,91;161,17;;9,47;2,35;3,21;10.824.655.047,92
CREM3;14,50;;32,70;2,45;0,67;30,30;7,39;2,10;9,28;13,11;3,84;1,01;0,69;4,89;-1,69;1,29;7,50;2,05;9,29;0,27;0,73;0,98;1,09;;;5,91;0,44;22,14;465.122.474,00
CRFB3;10,45;2,11;28,68;1,11;0,25;19,28;4,13;0,70;4,84;8,76;3,69;0,85;0,20;-5,65;-0,45;0,91;3,88;0,88;9,16;0,23;0,76;1,26;15,40;-13,64;81.829.874,81;9,38;0,36;-0,40;22.026.140.393,95
CRIV3;5,79;;32,05;0,57;0,04;24,35;0,58;0,95;53,02;52,83;;;0,30;0,09;-0,08;68,86;1,77;0,13;;0,07;0,92;0,14;18,33;-22,13;32.326,50;10,23;0,18;-0,03;593.827.084,89
CRIV4;5,74;4,13;31,77;0,56;0,04;24,35;0,58;0,95;52,57;52,83;;;0,30;0,09;-0,08;68,86;1,77;0,13;;0,07;0,92;0,14;18,33;-22,13;69.434,32;10,23;0,18;-0,03;593.827.084,89
CRPG3;44,50;21,63;12,34;1,84;1,36;13,13;9,77;15,22;19,23;16,66;-1,44;-0,14;1,88;2,68;-3,92;4,52;14,88;11,04;9,18;0,74;0,26;0,73;7,16;5,78;15.611,00;24,23;3,60;-0,44;1.214.006.810,60
CRPG5;40,40;23,82;11,21;1,67;1,24;13,13;9,77;15,22;17,46;16,66;-1,44;-0,14;1,71;2,44;-3,56;4,52;14,88;11,04;9,18;0,74;0,26;0,73;7,16;5,78;134.920,85;24,23;3,60;-0,40;1.214.006.810,60
CRPG6;39,98;24,07;11,09;1,65;1,22;13,13;9,77;15,22;17,28;16,66;-1,44;-0,14;1,69;2,41;-3,52;4,52;14,88;11,04;9,18;0,74;0,26;0,73;7,16;5,78;60.266,92;24,23;3,60;-0,39;1.214.006.810,60
CSAB3;34,00;1,77;16,08;1,28;0,64;-64,90;2.145,03;3.749,88;28,11;32,66;;;603,05;4,14;-0,81;4,50;7,93;4,01;;0,51;0,49;0,00;-33,40;-4,28;3.375,00;26,65;2,11;0,50;303.360.000,00
CSAB4;45,00;1,47;21,28;1,69;0,85;-64,90;2.145,03;3.749,88;37,21;32,66;;;798,15;5,47;-1,07;4,50;7,93;4,01;;0,51;0,49;0,00;-33,40;-4,28;19.298,00;26,65;2,11;0,67;303.360.000,00
CSAN3;17,36;2,47;-28,15;1,81;0,24;24,70;24,32;-2,76;3,19;7,59;4,37;2,48;0,78;2,94;-0,30;1,65;-6,45;-0,86;9,34;0,13;0,66;0,31;38,95;;122.020.625,52;9,57;-0,62;0,23;32.533.871.379,52
CSED3;4,13;1,67;31,17;1,08;0,32;46,43;16,70;2,26;4,22;4,85;0,66;0,17;0,70;4,97;-0,42;1,41;3,46;1,04;14,78;0,30;0,70;0,46;15,05;-10,96;881.219,59;3,83;0,13;-2,14;1.515.911.345,76
CSMG3;18,46;9,04;5,43;0,89;0,50;40,21;23,61;18,47;4,25;6,23;2,03;0,42;1,00;7,02;-0,62;1,58;16,38;9,22;10,82;0,56;0,44;0,50;7,38;18,19;41.521.867,85;20,75;3,40;0,05;7.019.471.653,74
CSNA3;12,52;23,36;-28,02;0,90;0,20;25,51;9,10;-1,34;4,11;11,23;7,06;1,54;0,37;1,70;-0,30;1,53;-3,21;-0,71;6,05;0,22;0,75;0,53;19,08;;83.297.124,96;13,94;-0,45;0,24;16.602.696.216,44
CSRN3;25,99;4,77;7,49;3,05;0,76;31,55;26,27;16,02;4,57;7,24;2,59;1,73;1,20;-132,37;-1,01;0,98;40,77;10,10;18,81;0,25;0,75;0,63;10,30;25,36;14.805,29;8,51;3,47;1,91;4.445.282.883,81
CSRN5;28,00;4,87;8,07;3,29;0,82;31,55;26,27;16,02;4,92;7,24;2,59;1,73;1,29;-142,61;-1,09;0,98;40,77;10,10;18,81;0,25;0,75;0,63;10,30;25,36;2.620,00;8,51;3,47;2,06;4.445.282.883,81
CSRN6;28,00;4,87;8,07;3,29;0,82;31,55;26,27;16,02;4,92;7,24;2,59;1,73;1,29;-142,61;-1,09;0,98;40,77;10,10;18,81;0,25;0,75;0,63;10,30;25,36;3.719,00;8,51;3,47;2,06;4.445.282.883,81
CSUD3;17,90;5,50;9,22;1,89;1,25;38,91;20,38;15,10;6,84;6,84;0,15;0,04;1,39;30,57;-1,70;1,18;20,49;13,57;16,94;0,66;0,34;0,90;1,99;12,41;1.087.097,07;9,47;1,94;0,40;748.220.000,00
CTCA3;0,00;;0,00;0,00;0,00;56,89;22,81;25,82;0,00;-4,08;-4,08;-0,39;0,00;0,00;0,00;4,66;10,89;9,55;4,34;0,88;0,12;0,37;20,53;45,69;;2,69;0,29;0,00;0,00
CTKA3;18,00;;3,92;-0,84;0,18;38,57;8,73;4,46;2,00;10,44;8,61;;0,17;0,63;-0,56;1,75;-21,30;4,68;13,22;-0,22;1,22;1,05;14,61;;4.319,50;-21,54;4,59;0,01;102.081.803,81
CTKA4;15,11;;3,29;-0,70;0,15;38,57;8,73;4,46;1,68;10,44;8,61;;0,15;0,53;-0,47;1,75;-21,30;4,68;13,22;-0,22;1,22;1,05;14,61;;12.534,42;-21,54;4,59;0,00;102.081.803,81
CTNM3;8,78;;-0,88;0,53;0,07;22,43;-5,68;-17,19;-2,66;-12,10;-10,64;2,13;0,15;-11,36;-0,11;0,98;-60,74;-8,14;-4,40;0,13;0,75;0,47;-3,61;;6.485,17;16,45;-9,99;0,00;146.905.396,36
CTNM4;1,48;;-0,15;0,09;0,01;22,43;-5,68;-17,19;-0,45;-12,10;-10,64;2,13;0,03;-1,91;-0,02;0,98;-60,74;-8,14;-4,40;0,13;0,75;0,47;-3,61;;99.938,15;16,45;-9,99;0,00;146.905.396,36
CTSA3;2,25;;-1,73;0,20;0,10;-12,29;-10,81;-21,65;-3,47;-10,77;-7,33;0,42;0,38;-1,29;-0,14;0,78;-11,60;-5,77;-5,53;0,50;0,50;0,27;-0,42;;14.811,00;11,19;-1,30;0,00;62.605.757,25
CTSA4;1,58;;-1,22;0,14;0,07;-12,29;-10,81;-21,65;-2,44;-10,77;-7,33;0,42;0,26;-0,90;-0,10;0,78;-11,60;-5,77;-5,53;0,50;0,50;0,27;-0,42;;113.638,19;11,19;-1,30;0,00;62.605.757,25
CTSA8;0,00;;0,00;0,00;0,00;-12,29;-10,81;-21,65;0,00;-10,77;-7,33;0,42;0,00;0,00;0,00;0,78;-11,60;-5,77;-5,53;0,50;0,50;0,27;-0,42;;;11,19;-1,30;0,00;62.605.757,25
CURY3;15,86;4,97;11,20;5,01;1,47;37,81;19,69;15,56;8,86;7,99;-0,89;-0,50;1,74;3,49;-5,55;2,34;44,76;13,12;26,74;0,29;0,66;0,84;22,62;29,64;31.175.049,96;3,16;1,42;0,54;4.629.138.895,68
CVCB3;3,01;;-2,79;3,06;0,33;100,00;-7,43;-37,97;-14,25;-18,84;-4,16;0,90;1,06;-3,23;-0,74;0,84;-109,80;-11,90;-7,90;0,11;0,89;0,31;0,61;;69.288.460,11;0,98;-1,08;2,86;1.336.181.064,75
CXSE3;11,25;8,98;9,99;2,85;2,81;;;;8,92;8,72;-0,22;-0,07;;39,54;-3,07;7,44;28,48;28,16;27,16;0,99;0,01;0,00;;21,07;40.606.794,33;3,95;1,13;0,21;33.750.000.000,00
CYRE3;20,05;2,55;8,53;1,07;0,48;32,16;18,04;16,06;7,60;9,45;1,86;0,26;1,37;1,46;-1,00;2,65;12,49;5,58;7,01;0,45;0,51;0,35;15,15;;101.649.946,26;18,81;2,35;0,38;8.014.843.119,95
DASA3;10,00;0,97;-10,01;0,92;0,27;29,17;7,37;-5,42;7,36;15,82;8,11;1,02;0,54;17,63;-0,39;1,05;-9,24;-2,75;4,43;0,30;0,70;0,51;31,03;;5.472.553,85;10,81;-1,00;-0,03;7.527.998.440,00
DESK3;15,81;0,13;22,70;1,48;0,63;61,69;33,85;9,40;6,30;8,79;2,35;0,55;2,13;-58,33;-0,72;0,92;6,54;2,78;13,19;0,43;0,56;0,30;;;3.464.418,04;10,66;0,70;0,16;1.822.345.104,45
DEXP3;10,20;2,63;6,47;1,47;0,69;19,83;14,51;8,06;3,59;3,35;-0,21;-0,09;0,52;1,60;-1,93;3,06;22,78;10,68;19,71;0,47;0,44;1,33;34,10;12,80;589.455,30;6,92;1,58;-0,45;953.108.533,95
DEXP4;9,19;2,97;5,83;1,33;0,62;19,83;14,51;8,06;3,24;3,35;-0,21;-0,09;0,47;1,44;-1,74;3,06;22,78;10,68;19,71;0,47;0,44;1,33;34,10;12,80;10.679,17;6,92;1,58;-0,41;953.108.533,95
DIRR3;18,89;3,71;10,61;1,69;0,46;34,87;20,76;13,70;7,00;6,96;-0,05;-0,01;1,45;1,36;-0,86;3,56;15,96;4,30;12,34;0,27;0,71;0,31;23,53;;44.357.243,11;11,15;1,78;0,11;3.277.415.000,00
DMMO11;0,34;;-49,97;-0,36;0,53;54,54;8,16;-1,10;6,75;32,11;-2,85;;0,55;1,78;-1,29;2,04;-0,73;-1,07;-5,39;-1,47;2,47;0,97;-1,34;;16.904,20;-0,93;-0,01;0,49;949.254.731,04
DMMO3;1,76;;-258,65;-1,88;2,76;54,54;8,16;-1,10;34,96;32,11;-2,85;;2,85;9,24;-6,66;2,04;-0,73;-1,07;-5,39;-1,47;2,47;0,97;-1,34;;4.084.154,80;-0,93;-0,01;2,52;949.254.731,04
DMVF3;4,85;;19,18;0,28;0,16;31,66;2,45;0,78;6,09;5,09;-0,61;-0,03;0,15;3,57;-0,23;1,19;1,47;0,85;4,11;0,58;0,42;1,09;319,38;;134.232,44;16,91;0,25;-1,02;241.881.584,76
DOHL3;7,00;;-56,38;0,76;0,55;18,51;-1,63;-1,43;-49,48;-49,09;-2,24;0,03;0,81;1,19;-1,19;7,03;-1,34;-0,97;-2,01;0,73;0,27;0,68;6,68;;1.866,75;9,24;-0,12;0,47;501.562.741,20
